path,ok,error,total_lines,nonblank_lines,sloc
SemBench/data/loop3_1000/code/229-23974_third_party_ffmpeg_tests_rotozoom.c,True,,234,234,234
SemBench/data/loop3_1000/code/229-29628_bubble.c,True,,66,66,66
SemBench/data/loop3_1000/code/229-5139_Heapsort.c,True,,54,54,54
SemBench/data/loop3_1000/code/230-30976_mpi_Matrix_multiplication_serialMult.c,True,,37,37,37
SemBench/data/loop3_1000/code/232-33219_tests_XACC_C-Square_shadow-reflect_reflect_array4d_dist4d_lxux.c,True,,428,428,428
SemBench/data/loop3_1000/code/233-13405_AVL_avl2.c,True,,161,161,161
SemBench/data/loop3_1000/code/233-15286_software_benchmarks_matrix.c,True,,45,45,45
SemBench/data/loop3_1000/code/233-18774_v0100_tests_picoc_16.c,True,,16,16,16
SemBench/data/loop3_1000/code/233-25182_external_valgrind_main_none_tests_amd64_avx-1.c,True,,2209,2209,2209
SemBench/data/loop3_1000/code/233-33797_C_removeDuplicates.c,True,,59,59,59
SemBench/data/loop3_1000/code/234-18531_UNIX_Exams_20140715_binomial.c,True,,171,171,171
SemBench/data/loop3_1000/code/234-24056_challenge_9_C_karanchawla_src_challenge9.c,True,,47,47,47
SemBench/data/loop3_1000/code/234-24632_tests_csmith_rand22.c,True,,88,88,88
SemBench/data/loop3_1000/code/234-34246_language_c_storage_floatwrite.c,True,,63,63,63
SemBench/data/loop3_1000/code/234-8643_test_resources_pragma_nesting.c,True,,36,36,36
SemBench/data/loop3_1000/code/234-8853_ccpp_715_day1_A-3.c,True,,13,13,13
SemBench/data/loop3_1000/code/235-23028_source_gcc-latest_gcc_testsuite_c-c++-common_goacc_tile.c,True,,298,298,298
SemBench/data/loop3_1000/code/235-34587_source_gcc-latest_gcc_testsuite_gcc.dg_pr61529.c,True,,19,19,19
SemBench/data/loop3_1000/code/236-22979_Blank.c,True,,19,19,19
SemBench/data/loop3_1000/code/236-27527_example_prime.c,True,,34,34,34
SemBench/data/loop3_1000/code/236-8708_src_truncate.c,True,,129,129,129
SemBench/data/loop3_1000/code/237-1637_ioccc_2012_omoikane_nyaruko.c,True,,43,43,43
SemBench/data/loop3_1000/code/237-30835_2017-1_lab9_pde_c_convection.c,True,,54,54,54
SemBench/data/loop3_1000/code/237-610_B_28_Julian_Stoev_homework_3_task_1.c,True,,15,15,15
SemBench/data/loop3_1000/code/238-18481_app19_list_graph.c,True,,72,72,72
SemBench/data/loop3_1000/code/238-6986_src_font_convgbmap.c,True,,3756,3756,3756
SemBench/data/loop3_1000/code/239-15318_libgomp_testsuite_libgomp.oacc-c-c++-common_declare-vla.c,True,,17,17,17
SemBench/data/loop3_1000/code/239-25469_C_Array_LeetCode0057.c,True,,102,102,102
SemBench/data/loop3_1000/code/239-30565_iconv-detect.c,True,,122,122,122
SemBench/data/loop3_1000/code/239-9512_asttest_tools_mkstring.c,True,,80,80,80
SemBench/data/loop3_1000/code/240-28309_mergesort.c,True,,49,49,49
SemBench/data/loop3_1000/code/241-23739_412-Fizz-Buzz_fizz-buzz.c,True,,71,71,71
SemBench/data/loop3_1000/code/242-15695_diary_solveoutlines_advancepart_13V3.c,True,,31,31,31
SemBench/data/loop3_1000/code/242-24252_Algorithms_BreathFirstSearch.c,True,,63,63,63
SemBench/data/loop3_1000/code/242-24499_1.8_src_maketables.c,True,,138,138,138
SemBench/data/loop3_1000/code/242-2566_pset5_2021_sandbox_practice_4.c,True,,53,53,53
SemBench/data/loop3_1000/code/244-25248_linuxthreads_Examples_ex9.c,True,,65,65,65
SemBench/data/loop3_1000/code/244-29042_lab-05_cond_example.c,True,,101,101,101
SemBench/data/loop3_1000/code/244-887_IOCCC_pi.long.c,True,,11,11,11
SemBench/data/loop3_1000/code/245-167_rudiments_paradiddles.c,True,,30,30,30
SemBench/data/loop3_1000/code/245-23784_code_data_structures_src_list_skip_list_skip_list.c,True,,143,143,143
SemBench/data/loop3_1000/code/246-16065_test_bug-lockuse.c,True,,27,27,27
SemBench/data/loop3_1000/code/246-24190_soc_plasma_vhdl_plasma_core_tools_count.c,True,,147,147,147
SemBench/data/loop3_1000/code/247-1004_strcat.c,True,,44,44,44
SemBench/data/loop3_1000/code/247-1248_three2b.c,True,,50,50,50
SemBench/data/loop3_1000/code/247-7200_merge_sort.c,True,,45,45,45
SemBench/data/loop3_1000/code/248-13305_hm.c,True,,87,87,87
SemBench/data/loop3_1000/code/248-33439_src_BaseConversion.c,True,,150,150,150
SemBench/data/loop3_1000/code/248-4845_algorithms_sorting_bubble_sort.c,True,,68,68,68
SemBench/data/loop3_1000/code/249-20750_merge-sort.c,True,,54,54,54
SemBench/data/loop3_1000/code/249-34193_algorithms_sorting_find_kth_element.c,True,,93,93,93
SemBench/data/loop3_1000/code/250-13071_list_reverse_list.c,True,,50,50,50
SemBench/data/loop3_1000/code/250-25204_apue_j.c,True,,32,32,32
SemBench/data/loop3_1000/code/250-26599_c_sysCall_fuc.c,True,,25,25,25
SemBench/data/loop3_1000/code/250-34800_other_floyd.c,True,,63,63,63
SemBench/data/loop3_1000/code/250-6843_Bootsektor_bootloader.c,True,,16,16,16
SemBench/data/loop3_1000/code/252-19878_InfoEx3_3-2_ex1.c,True,,61,61,61
SemBench/data/loop3_1000/code/252-28723_external_valgrind_main_none_tests_amd64_pcmpstr64.c,True,,939,939,939
SemBench/data/loop3_1000/code/252-3768_complexidadeEXE_quicksort.c,True,,56,56,56
SemBench/data/loop3_1000/code/252-6247_3_Language_c_and_address_homework1_141_17.c,True,,59,59,59
SemBench/data/loop3_1000/code/253-1141_ch3_3-01-binsearch.c,True,,62,62,62
SemBench/data/loop3_1000/code/253-12786_algorithm_sort_heapsort_2.c,True,,42,42,42
SemBench/data/loop3_1000/code/253-1757_libfpfd-dpd_dpdtable.c,True,,90,90,90
SemBench/data/loop3_1000/code/253-18676_LinkedList.c,True,,146,146,146
SemBench/data/loop3_1000/code/253-22418_tests_csmith_rand46.c,True,,88,88,88
SemBench/data/loop3_1000/code/254-10524_drivers_md_mktables.c,True,,90,90,90
SemBench/data/loop3_1000/code/254-7898_tests_mergeSort.c,True,,70,70,70
SemBench/data/loop3_1000/code/255-10271_shaker_sort_shaker_sort.c,True,,36,36,36
SemBench/data/loop3_1000/code/255-12840_tests_XACC_C_shadow-reflect_reflect_array4d_dist4d.c,True,,191,191,191
SemBench/data/loop3_1000/code/256-21326_c-htp_ch06_fig06_11.c,True,,40,40,40
SemBench/data/loop3_1000/code/256-9793_src_C_programs_Algorithms_src_str_permut.c,True,,61,61,61
SemBench/data/loop3_1000/code/257-15468_Graphs_breadth_first_search.c,True,,87,87,87
SemBench/data/loop3_1000/code/258-17068_Chapter3_3-01_binsearch.c,True,,52,52,52
SemBench/data/loop3_1000/code/259-1272_books_csapp_ch02_reverse_array.c,True,,22,22,22
SemBench/data/loop3_1000/code/259-8306_src_c_books_programming_in_c_chapters_ch07_src_ch07ex14.c,True,,35,35,35
SemBench/data/loop3_1000/code/260-10162_matrix_sum.c,True,,44,44,44
SemBench/data/loop3_1000/code/260-16084_double_link.c,True,,193,193,193
SemBench/data/loop3_1000/code/261-10731_11-mutex_mutex06.c,True,,66,66,66
SemBench/data/loop3_1000/code/261-24924_DSA_Misc_luhn.c,True,,46,46,46
SemBench/data/loop3_1000/code/261-4109_73_set_matrix_zero.c,True,,51,51,51
SemBench/data/loop3_1000/code/262-13040_tests_gcc.dg_torture_pr47383.c,True,,27,27,27
SemBench/data/loop3_1000/code/263-19014_ch10p529pe5.c,True,,29,29,29
SemBench/data/loop3_1000/code/263-24653_06C_ex1_6.c,True,,22,22,22
SemBench/data/loop3_1000/code/264-17089_perlin_2d_lut.c,True,,29,29,29
SemBench/data/loop3_1000/code/264-23931_Code_Structures_events_per_month.c,True,,36,36,36
SemBench/data/loop3_1000/code/265-31443_data_structures_strings_reverse_words.c,True,,37,37,37
SemBench/data/loop3_1000/code/266-25421_scripts_hexdump.c,True,,109,109,109
SemBench/data/loop3_1000/code/266-30566_Programme_euklid.c,True,,18,18,18
SemBench/data/loop3_1000/code/267-22805_tools_crc32_lookup.c,True,,34,34,34
SemBench/data/loop3_1000/code/267-29943_LinkedList.c,True,,70,70,70
SemBench/data/loop3_1000/code/268-14375_ssearch.c,True,,23,23,23
SemBench/data/loop3_1000/code/268-15338_C_Greedy_LeetCode0011.c,True,,21,21,21
SemBench/data/loop3_1000/code/268-16911_Semester_1_CS501_Day8_Maximum_Subarray_problem_max_algo1.c,True,,25,25,25
SemBench/data/loop3_1000/code/268-18295_C_easy_e323.c,True,,50,50,50
SemBench/data/loop3_1000/code/268-32204_COP3530_Samples_Pointers_Pointer4.c,True,,34,34,34
SemBench/data/loop3_1000/code/268-33018_libgomp_testsuite_libgomp.hsa.c_bits-insns.c,True,,58,58,58
SemBench/data/loop3_1000/code/269-12709_test_malloc-to-mmap.c,True,,31,31,31
SemBench/data/loop3_1000/code/269-21081_CHTP_ex7.16.c,True,,68,68,68
SemBench/data/loop3_1000/code/270-32940_tools_density_grid.c,True,,35,35,35
SemBench/data/loop3_1000/code/270-33472_c_p085.c,True,,33,33,33
SemBench/data/loop3_1000/code/270-5135_CLab_DataStruct_Sort_Quick_Sort_quick_sort.c,True,,45,45,45
SemBench/data/loop3_1000/code/271-14216_src_eleva2.c,True,,49,49,49
SemBench/data/loop3_1000/code/271-18026_test_303-verification-stress_classes-gen.c,True,,46,46,46
SemBench/data/loop3_1000/code/272-19590_src_lib_labirynth.c,True,,65,65,65
SemBench/data/loop3_1000/code/272-22225_16projects_16116_c_vg101_lab5_q2_test1.c,True,,27,27,27
SemBench/data/loop3_1000/code/272-6119_c-intro_iterative-factorial-by-reference.c,True,,32,32,32
SemBench/data/loop3_1000/code/273-20331_tests_pointer_201712_02_2.c,True,,27,27,27
SemBench/data/loop3_1000/code/274-12106_aho-corasick_ac.c,True,,192,192,192
SemBench/data/loop3_1000/code/274-23013_source_gcc-latest_libgomp_testsuite_libgomp.c_debug-1.c,True,,148,148,148
SemBench/data/loop3_1000/code/274-29385_c_src_lib_libbsp_arm_nds_tools_bin2s.c,True,,106,106,106
SemBench/data/loop3_1000/code/274-9570_c20_p2.c,True,,28,28,28
SemBench/data/loop3_1000/code/275-32406_maximum_subarray_max_sub.c,True,,54,54,54
SemBench/data/loop3_1000/code/275-34470_tdebug-llvm_clang_test_Profile_c-general.c,True,,184,184,184
SemBench/data/loop3_1000/code/276-11963_disk_tools_mkdata_mkdata.c,True,,38,38,38
SemBench/data/loop3_1000/code/276-35065_iconvdata_tst-loading.c,True,,137,137,137
SemBench/data/loop3_1000/code/277-11896_C-examples_pointers-and-arrays_array-bounds.c,True,,22,22,22
SemBench/data/loop3_1000/code/277-24532_compiler_llvm_projects_compiler-rt_test_profile_Inputs_instrprof-value-prof-real.c,True,,38,38,38
SemBench/data/loop3_1000/code/277-26909_2016年_4月_C语言第一周加强版练习_我的答案_Practice_Practice_2.矩阵反转.c,True,,23,23,23
SemBench/data/loop3_1000/code/277-6404_compiled_C_Euler_Problem-060.c,True,,1459,1459,1459
SemBench/data/loop3_1000/code/277-7374_qsort.c,True,,49,49,49
SemBench/data/loop3_1000/code/277-7961_1_c_structure_窦士涵_常见排序算法_选择排序.c,True,,26,26,26
SemBench/data/loop3_1000/code/278-16056_test_cases_mapper.core.1.c,True,,43,43,43
SemBench/data/loop3_1000/code/278-30678_ffmpeg_tools_qt-faststart.c,True,,272,272,272
SemBench/data/loop3_1000/code/280-16915_LinearList_C_circular_linked_list.c,True,,138,138,138
SemBench/data/loop3_1000/code/280-25113_examples_strsplit.c,True,,109,109,109
SemBench/data/loop3_1000/code/280-34855_siag_roman.c,True,,176,176,176
SemBench/data/loop3_1000/code/281-30377_gcc_testsuite_gcc.dg_tree-prof_val-profiler-threads-1.c,True,,33,33,33
SemBench/data/loop3_1000/code/282-15438_Various_bucketSort.c,True,,50,50,50
SemBench/data/loop3_1000/code/283-15934_benchmarks_1.c,True,,54,54,54
SemBench/data/loop3_1000/code/283-29868_external_valgrind_main_none_tests_amd64_bug137714-amd64.c,True,,98,98,98
SemBench/data/loop3_1000/code/285-16828_piscine_d06_ex04_ft_sort_params.c,True,,63,63,63
SemBench/data/loop3_1000/code/286-24646_example_foo.c,True,,23,23,23
SemBench/data/loop3_1000/code/286-30989_contents_gaussian_elimination_code_c_gaussian_elimination.c,True,,91,91,91
SemBench/data/loop3_1000/code/287-17915_coroutine_test.c,True,,60,60,60
SemBench/data/loop3_1000/code/287-23175_valgrind_none_tests_mips64_cvm_atomic.c,True,,247,247,247
SemBench/data/loop3_1000/code/287-29015_mpi_lab-1_lab1.simple.c,True,,80,80,80
SemBench/data/loop3_1000/code/288-18885_B_11_Emiliqn_Gospodinov_homework_3_task_1.c,True,,19,19,19
SemBench/data/loop3_1000/code/288-19359_common_nchoosek.c,True,,34,34,34
SemBench/data/loop3_1000/code/288-201_chapter10_exce12.c,True,,34,34,34
SemBench/data/loop3_1000/code/288-21213_InfoEx3_1-3_ex2-1_czp.c,True,,35,35,35
SemBench/data/loop3_1000/code/288-24520_JobDu_1060.c,True,,38,38,38
SemBench/data/loop3_1000/code/289-14428_kermit_k95_klogin.c,True,,84,84,84
SemBench/data/loop3_1000/code/289-25308_exer_listas_lista-duplamente-encadeada.c,True,,130,130,130
SemBench/data/loop3_1000/code/290-26674_UNIX_Lab2_lab2_1.c,True,,94,94,94
SemBench/data/loop3_1000/code/290-28188_linkedlists.c,True,,205,205,205
SemBench/data/loop3_1000/code/292-27268_MNO_entrega_tareas_de_C_tarea3_107882Tarea3_mnoTarea3.c,True,,56,56,56
SemBench/data/loop3_1000/code/292-35464_Chapter3_shellsort_shellsort.c,True,,23,23,23
SemBench/data/loop3_1000/code/292-3934_10V_Kaloyan_Valkov_16_Homework_2_Homework2_Lucas_and_Prime.c,True,,51,51,51
SemBench/data/loop3_1000/code/294-13489_20150518-30_20150518-30_main.c,True,,30,30,30
SemBench/data/loop3_1000/code/294-21030_c_problem_four.c,True,,44,44,44
SemBench/data/loop3_1000/code/295-18672_gcc_testsuite_gcc.dg_bf-ms-layout-5.c,True,,40,40,40
SemBench/data/loop3_1000/code/295-6188_linuxC_1-11al.c,True,,29,29,29
SemBench/data/loop3_1000/code/295-8004_Algorithm_collection_coin_change.c,True,,26,26,26
SemBench/data/loop3_1000/code/296-19209_libgomp_testsuite_libgomp.c_pr79940.c,True,,45,45,45
SemBench/data/loop3_1000/code/296-29290_drd_tests_pth_detached_sem.c,True,,62,62,62
SemBench/data/loop3_1000/code/296-5141_gcc_testsuite_gcc.c-torture_execute_pr97421-2.c,True,,14,14,14
SemBench/data/loop3_1000/code/297-23634_DSA06-List_codes_dlist_doublell.c,True,,89,89,89
SemBench/data/loop3_1000/code/297-26113_Practice_exception_handling_exception_handling.c,True,,28,28,28
SemBench/data/loop3_1000/code/297-31844_PSER_punteros3.c,True,,22,22,22
SemBench/data/loop3_1000/code/299-12964_other_tmp_Introduction-to-Algorithms_algo_indroduce_part1_sort.c,True,,181,181,181
SemBench/data/loop3_1000/code/299-21390_examples_lu_lu_data.c,True,,43,43,43
SemBench/data/loop3_1000/code/299-35144_shSoundScape_testCode_pPass.c,True,,25,25,25
SemBench/data/loop3_1000/code/299-4791_unix_linux_c_cpp_test_c_addr.c,True,,71,71,71
SemBench/data/loop3_1000/code/299-8480_linux_string_strpbrk.c,True,,57,57,57
SemBench/data/loop3_1000/code/300-16812_file_numberoflines.c,True,,92,92,92
SemBench/data/loop3_1000/code/300-18876_DATASTRUCTURE_dataStructureHW5_dataStructureHW5_arrOperation.c,True,,192,192,192
SemBench/data/loop3_1000/code/300-21540_kadai6_kadai6.c,True,,34,34,34
SemBench/data/loop3_1000/code/300-21697_string_string-contain_1.2：字符串是否包含问题.c,True,,268,268,268
SemBench/data/loop3_1000/code/301-3041_funcpointer_sort_funcpointer_sort.c,True,,33,33,33
SemBench/data/loop3_1000/code/301-663_pg30.c,True,,14,14,14
SemBench/data/loop3_1000/code/302-24883_valgrind-r12356_helgrind_tests_tc14_laog_dinphils.c,True,,30,30,30
SemBench/data/loop3_1000/code/302-34147_comp_arithderivative.c,True,,60,60,60
SemBench/data/loop3_1000/code/302-3933_olderProblemSet_loop.c,True,,21,21,21
SemBench/data/loop3_1000/code/302-7336_tests_openacc_parallel_parallel_bug_2.c,True,,35,35,35
SemBench/data/loop3_1000/code/303-13035_FIFO_main.c,True,,49,49,49
SemBench/data/loop3_1000/code/303-1467_c_data-struct_sort_list_sort_main.c,True,,58,58,58
SemBench/data/loop3_1000/code/304-16111_Chapter3_3-04_itoa.c,True,,42,42,42
SemBench/data/loop3_1000/code/304-27195_ListaEncadeada.c,True,,88,88,88
SemBench/data/loop3_1000/code/304-31836_src_codeV2.c,True,,114,114,114
SemBench/data/loop3_1000/code/304-33601_include_llvm_projects_test-suite_SingleSource_Benchmarks_Stanford_Treesort.c,True,,113,113,113
SemBench/data/loop3_1000/code/304-9572_C_algorithm_bfsMaze.c,True,,191,191,191
SemBench/data/loop3_1000/code/305-17631_test_C_source_WCET_cover.c,True,,228,228,228
SemBench/data/loop3_1000/code/305-22397_os_0102.c,True,,102,102,102
SemBench/data/loop3_1000/code/305-7304_examples_program3.c,True,,50,50,50
SemBench/data/loop3_1000/code/306-25405_c_problems_unique.c,True,,57,57,57
SemBench/data/loop3_1000/code/306-30273_SearchRomania.c,True,,280,280,280
SemBench/data/loop3_1000/code/306-30799_math_squre_root_compute_square_root_v1.1_square_root.c,True,,53,53,53
SemBench/data/loop3_1000/code/307-26331_String_RabinKarpAlgorithm_rabin.c,True,,61,61,61
SemBench/data/loop3_1000/code/307-34513_Bubble_Sort_bubble_sort_v2.c,True,,30,30,30
SemBench/data/loop3_1000/code/308-23055_tests_pointer_201712_02_3.c,True,,65,65,65
SemBench/data/loop3_1000/code/308-26792_tests_gcc.c-torture_pr37573.c,True,,57,57,57
SemBench/data/loop3_1000/code/308-29116_c_quicksort.c,True,,61,61,61
SemBench/data/loop3_1000/code/308-6457_base_probe_examples_advanced.c,True,,33,33,33
SemBench/data/loop3_1000/code/309-12248_ch3_expand.c,True,,33,33,33
SemBench/data/loop3_1000/code/309-16916_test_programs_nested_nested5.c,True,,21,21,21
SemBench/data/loop3_1000/code/309-23722_assignment-2_final_source_q5.c,True,,48,48,48
SemBench/data/loop3_1000/code/309-32502_mupdf_fontdump.c,True,,69,69,69
SemBench/data/loop3_1000/code/310-29211_circular_linked_list.c,True,,121,121,121
SemBench/data/loop3_1000/code/310-30078_recurse.c,True,,105,105,105
SemBench/data/loop3_1000/code/310-4366_sorts_merge-sort.c,True,,43,43,43
SemBench/data/loop3_1000/code/311-29054_src_fec_src_c_ones_mod2_gentab.c,True,,29,29,29
SemBench/data/loop3_1000/code/311-5695_p1-9_p4.c,True,,30,30,30
SemBench/data/loop3_1000/code/312-13860_compiled_C_Euler_Problem-034.c,True,,91,91,91
SemBench/data/loop3_1000/code/313-25365_permutation_and_combination_choose_choose_idea1_other1.c,True,,20,20,20
SemBench/data/loop3_1000/code/313-33885_interview_btree.c,True,,191,191,191
SemBench/data/loop3_1000/code/313-5980_sspark_2016_08_p1147.c,True,,6,6,6
SemBench/data/loop3_1000/code/314-31715_003-Poisson-Neumann-Rect_poisson-neumann-rect.c,True,,77,77,77
SemBench/data/loop3_1000/code/315-13846_gcc_testsuite_c-c++-common_goacc_cache-2.c,True,,45,45,45
SemBench/data/loop3_1000/code/315-28133_clrs_solution_code_find_max_subarray.c,True,,147,147,147
SemBench/data/loop3_1000/code/316-18142_tests_pointer_201712_02_1.c,True,,45,45,45
SemBench/data/loop3_1000/code/316-23045_valgrind_massif_tests_pages_as_heap.c,True,,26,26,26
SemBench/data/loop3_1000/code/316-25858_uefi_gcc_gcc-4.6.3_gcc_testsuite_gcc.dg_graphite_pr46761.c,True,,16,16,16
SemBench/data/loop3_1000/code/317-33681_malloc_tst-calloc.c,True,,67,67,67
SemBench/data/loop3_1000/code/317-3940_gcc_testsuite_gcc.dg_torture_pr79088.c,True,,20,20,20
SemBench/data/loop3_1000/code/317-5176_UE_S1_IPI_tp5_main.c,True,,243,243,243
SemBench/data/loop3_1000/code/318-1777_language_chapter3_ex34.c,True,,50,50,50
SemBench/data/loop3_1000/code/318-23995_10G_Dimitar_Terziev_9_Homework2-TwinPrimes.c,True,,33,33,33
SemBench/data/loop3_1000/code/319-14592_psolve.c,True,,294,294,294
SemBench/data/loop3_1000/code/321-6751_Chapter4_ex04_25.c,True,,32,32,32
SemBench/data/loop3_1000/code/322-12348_src_lexical_type_map1.c,True,,109,109,109
SemBench/data/loop3_1000/code/322-23624_Various_bubbleSort.c,True,,39,39,39
SemBench/data/loop3_1000/code/322-2432_c_string_strtok.c,True,,59,59,59
SemBench/data/loop3_1000/code/322-34665_gerador_geradorDesconexo.c,True,,58,58,58
SemBench/data/loop3_1000/code/322-9581_exp_invs_c_programs_invgen_seq-len_inception__inst_by_claims__daikon__seq_len_cl7.c,True,,38,38,38
SemBench/data/loop3_1000/code/323-1627_tests_regression_basic_concurrent-create.c,True,,67,67,67
SemBench/data/loop3_1000/code/323-31586_c_number.c,True,,23,23,23
SemBench/data/loop3_1000/code/325-15818_javacx.c,True,,164,164,164
SemBench/data/loop3_1000/code/325-27015_singlylinkedlist.c,True,,97,97,97
SemBench/data/loop3_1000/code/325-30207_goldbach.c,True,,62,62,62
SemBench/data/loop3_1000/code/326-13293_lab-4_04.c,True,,59,59,59
SemBench/data/loop3_1000/code/326-21422_examples_fence-performance_tests_szymanski2_musketeer.c,True,,43,43,43
SemBench/data/loop3_1000/code/326-26009_gcc_testsuite_gcc.dg_torture_pr80764.c,True,,12,12,12
SemBench/data/loop3_1000/code/326-29897_leetcode_zigzag-conversion.c,True,,33,33,33
SemBench/data/loop3_1000/code/327-10376_exercises_ex07_hash.c,True,,221,221,221
SemBench/data/loop3_1000/code/327-15180_gcc_testsuite_consistency.vlad_layout_f-21-5-26.c,True,,28,28,28
SemBench/data/loop3_1000/code/327-25166_c_PracticeSessions_session1_linkedlist.c,True,,45,45,45
SemBench/data/loop3_1000/code/328-11702_right_rotate_array_k_times_right_rotate_array_k_times.c,True,,134,134,134
SemBench/data/loop3_1000/code/328-16146_算法练习_005-线性表删除_main.c,True,,43,43,43
SemBench/data/loop3_1000/code/328-33099_Session4_largest_sub_array_2.c,True,,46,46,46
SemBench/data/loop3_1000/code/329-13457_prime_c-pthread_prime7.c,True,,141,141,141
SemBench/data/loop3_1000/code/329-30866_Interview_docs_sort.c,True,,98,98,98
SemBench/data/loop3_1000/code/329-33425_src_Chapter-3_Exercices_Exercise-3-4.c,True,,38,38,38
SemBench/data/loop3_1000/code/329-33595_courses_lessons_sm2_bench_arrs.c,True,,80,80,80
SemBench/data/loop3_1000/code/330-10720_gcc_testsuite_gcc.dg_graphite_pr83668.c,True,,27,27,27
SemBench/data/loop3_1000/code/331-1089_src_tools_testdaa.c,True,,67,67,67
SemBench/data/loop3_1000/code/331-25205_C32-String-Matching_FA.c,True,,82,82,82
SemBench/data/loop3_1000/code/332-12893_Algorithmn_Analysis_DP_LCS_LCS.c,True,,86,86,86
SemBench/data/loop3_1000/code/332-19887_Code_Graph_SingleSourceShortestPath_generateBench.c,True,,34,34,34
SemBench/data/loop3_1000/code/332-27733_tests_gcc.dg_torture_pr63464.c,True,,83,83,83
SemBench/data/loop3_1000/code/332-28468_A_14_Ivan-Asen_Ovedenski_Homework_4_reverse_number.c,True,,54,54,54
SemBench/data/loop3_1000/code/333-25262_leetcode_c_011.c,True,,30,30,30
SemBench/data/loop3_1000/code/333-30505_C_src_insertionsort.c,True,,33,33,33
SemBench/data/loop3_1000/code/333-7166_main.c,True,,209,209,209
SemBench/data/loop3_1000/code/334-31389_ejercicios_tema3_1.4.matrices.c,True,,47,47,47
SemBench/data/loop3_1000/code/334-33901_AI_BattagliaNavale_old.c,True,,136,136,136
SemBench/data/loop3_1000/code/334-6783_x.c,True,,63,63,63
SemBench/data/loop3_1000/code/334-9471_trunk_code_study_cpp_opencl_OpenCL异构并行编程实战_4520OT_Code_src_Ch5_histogram_c_histogram.c,True,,22,22,22
SemBench/data/loop3_1000/code/335-1455_KR_misc.c,True,,44,44,44
SemBench/data/loop3_1000/code/335-28472_Diavoli_Diavoli7.c,True,,76,76,76
SemBench/data/loop3_1000/code/336-14222_c_237_delete_node_in_a_linked_list.c,True,,64,64,64
SemBench/data/loop3_1000/code/336-14352_16projects_16115_c_Algorithm_search_test2.1.c,True,,49,49,49
SemBench/data/loop3_1000/code/336-25863_ch3_3-04_itoa2.c,True,,44,44,44
SemBench/data/loop3_1000/code/336-28881_Ano3_SO_set01_6.c,True,,41,41,41
SemBench/data/loop3_1000/code/336-4902_random_pieces_printIntVectors_printIntVector.c,True,,36,36,36
SemBench/data/loop3_1000/code/337-29342_C_nombresDiosHB.c,True,,67,67,67
SemBench/data/loop3_1000/code/337-9021_longestPalindrome.c,True,,49,49,49
SemBench/data/loop3_1000/code/338-12384_ch3_3-04-itoa.c,True,,40,40,40
SemBench/data/loop3_1000/code/338-14904_solutions_12_2-4_partitionList-.c,True,,59,59,59
SemBench/data/loop3_1000/code/338-18554_Scheduling_Algorithm_C_Non_Preemptive_First_Come_First_Served.c,True,,23,23,23
SemBench/data/loop3_1000/code/338-23465_src_program_structures_repetition_c_for_loops_sample_for_loops.c,True,,14,14,14
SemBench/data/loop3_1000/code/338-32488_terceira_lista-vetor_ex_15_remove_0_do_vetor.c,True,,29,29,29
SemBench/data/loop3_1000/code/338-34407_compiled_C_Euler_Problem-017.c,True,,148,148,148
SemBench/data/loop3_1000/code/338-9075_gcc_testsuite_consistency.vlad_layout_f-18-4-17.c,True,,28,28,28
SemBench/data/loop3_1000/code/339-10051_ch2_ex2-4.c,True,,110,110,110
SemBench/data/loop3_1000/code/339-4840_C_C++_C语言_C语言程序课后习题（第三版）_第七章_数组_输出图形.c,True,,13,13,13
SemBench/data/loop3_1000/code/340-16366_benchmarks_ns.c,True,,400,400,400
SemBench/data/loop3_1000/code/340-23639_Fig6.13.c,True,,36,36,36
SemBench/data/loop3_1000/code/341-22011_AlgoritmosOrdenacao_AlgoQuickWikipedia.c,True,,46,46,46
SemBench/data/loop3_1000/code/341-5653_Book_Recursion_Problem_sortable.c,True,,110,110,110
SemBench/data/loop3_1000/code/342-5443_Practice_XORliNKEDlIST_XDLL.c,True,,120,120,120
SemBench/data/loop3_1000/code/343-16889_sastantua_ex00_sastantua.raw.c,True,,79,79,79
SemBench/data/loop3_1000/code/343-25423_Cpp_Test_MinTravelCostTest_src_MinTravelCostTest.c,True,,139,139,139
SemBench/data/loop3_1000/code/343-7637_gcc_testsuite_gcc.dg_vect_pr85586.c,True,,35,35,35
SemBench/data/loop3_1000/code/344-12144_tests_openacc_kernels_kernels_data.c,True,,103,103,103
SemBench/data/loop3_1000/code/344-13736_tests_goubault_test4.c,True,,18,18,18
SemBench/data/loop3_1000/code/344-22633_Cpp_Test_MergeTwoSortedWithoutExtracSpace_src_MergeTwoSortedWithoutExtracSpace.c,True,,98,98,98
SemBench/data/loop3_1000/code/344-8465_niukewang_link_quick_sort.c,True,,41,41,41
SemBench/data/loop3_1000/code/345-15503_tests_csmith_rand21.c,True,,382,382,382
SemBench/data/loop3_1000/code/345-18736_libgomp_testsuite_libgomp.c-c++-common_pr66199-14.c,True,,33,33,33
SemBench/data/loop3_1000/code/345-2072_chapter32-string_match_KMP.c,True,,47,47,47
SemBench/data/loop3_1000/code/345-7538_libgomp_testsuite_libgomp.oacc-c-c++-common_kernels-private-vars-loop-vector-2.c,True,,37,37,37
SemBench/data/loop3_1000/code/346-28768_euler_p24.c,True,,68,68,68
SemBench/data/loop3_1000/code/347-20501_Chapter6_ex06_14.c,True,,107,107,107
